epoch_number,average reward
0,0.76
50,21.5
100,23.4
150,30.94
200,31.14
250,40.36
300,46.5
350,53.68
400,59.66
450,66.08
500,85.28
550,141.14
600,129.06
650,136.48
700,204.82
750,248.68
800,217.64
850,214.18
900,275.28
950,215.08
1000,241.68
1050,324.2
1100,310.08
1150,247.36
1200,313.28
1250,352.34
1300,260.84
1350,163.4
1400,160.2
1450,175.84
1500,168.92
1550,236.94
1600,304.26
1650,344.64
1700,400.0
1750,407.72
1800,274.32
1850,280.9
1900,264.62
1950,218.8
2000,287.58
2050,406.78
2100,433.14
2150,447.02
2200,471.5
2250,452.2
2300,311.54
2350,373.4
2400,459.54
2450,346.84
2500,258.52
2550,452.08
2600,473.36
2650,488.76
2700,431.82
2750,452.26
2800,456.3
2850,433.56
2900,427.94
2950,448.62
3000,483.72
3050,469.78
3100,464.78
3150,475.8
3200,464.3
3250,416.7
3300,419.48
3350,404.44
3400,438.5
3450,426.8
3500,419.8
3550,436.94
3600,236.18
3650,366.78
3700,474.64
3750,464.4
3800,397.58
3850,423.88
3900,483.3
3950,476.5
4000,480.8
4050,465.12
4100,485.62
4150,431.8
4200,457.5
4250,423.5
4300,450.64
4350,482.14
4400,488.32
4450,442.42
4500,448.64
4550,399.38
4600,391.22
4650,470.26
4700,497.8
4750,441.62
4800,487.94
4850,475.54
4900,455.74
4950,475.1
5000,450.0
5050,483.28
5100,434.3
5150,400.22
5200,411.34
5250,431.42
5300,468.42
5350,454.16
5400,471.58
5450,494.16
5500,492.7
5550,492.54
5600,433.4
5650,457.68
5700,476.4
5750,483.08
5800,469.68
5850,471.66
5900,460.7
5950,334.62
6000,349.78
6050,497.64
6100,487.56
6150,498.18
6200,490.88
6250,495.94
6300,486.1
6350,488.4
6400,487.12
6450,498.26
6500,480.5
6550,484.06
6600,486.76
6650,478.5
6700,492.36
6750,480.36
6800,470.5
6850,306.78
6900,251.74
6950,186.0
7000,382.04
7050,477.62
7100,497.6
7150,488.14
7200,490.76
7250,485.56
7300,491.86
7350,495.78
7400,491.26
7450,476.98
7500,496.54
7550,492.64
7600,490.64
7650,485.56
7700,487.8
7750,493.26
7800,481.1
7850,497.16
7900,500.0
7950,500.0
8000,499.18
8050,491.6
8100,495.56
8150,491.16
8200,490.48
8250,492.46
8300,490.62
8350,488.78
8400,483.74
8450,482.1
8500,490.16
8550,484.78
8600,471.66
8650,490.54
8700,460.38
8750,449.44
8800,458.04
8850,455.58
8900,452.14
8950,469.96
9000,465.98
9050,500.0
9100,497.14
9150,500.0
9200,500.0
9250,497.56
9300,497.64
9350,500.0
9400,500.0
9450,497.6
9500,500.0
9550,500.0
9600,500.0
9650,492.34
9700,459.3
9750,500.0
9800,500.0
9850,500.0
9900,500.0
9950,500.0
