epoch_number,average reward
0,0.05589913199290912
50,2.5230351319871063
100,2.307626799937755
150,2.4346550990900684
200,2.6115345434300457
250,2.3041075706248795
300,2.8815784328734857
350,2.1841247945306494
400,2.2470717290164908
450,2.222026698035021
500,12.552343108239489
550,23.802498362006887
600,47.480424515989085
650,52.30426582257785
700,65.20214053094655
750,62.20581432805651
800,65.83645188556326
850,42.86724603295033
900,48.67017544910736
950,41.35730239075591
1000,62.136323647759035
1050,54.48475833210079
1100,93.93210453977618
1150,106.81656916030157
1200,112.87269861454308
1250,133.3828919565932
1300,208.6943262965793
1350,141.84238047058395
1400,163.48857062906302
1450,135.11674614016337
1500,133.75842838417836
1550,109.78256608676021
1600,110.0713443008794
1650,212.8103144534043
1700,219.8860924278282
1750,157.93303821313688
1800,216.37146361755765
1850,195.5177324190621
1900,169.40056804239615
1950,152.83762696079623
2000,140.92096113325476
2050,155.8158702400884
2100,186.87904279586547
2150,174.1601261753423
2200,223.9737694632321
2250,235.84599405242088
2300,152.12077583737127
2350,114.4524200503977
2400,175.24925967760456
2450,268.0075358573407
2500,285.96636091656524
2550,267.8291335969217
2600,243.3884678287706
2650,252.99253760775483
2700,244.39913424322043
2750,276.03745925109064
2800,267.6050647095684
2850,288.39915782085353
2900,280.8658281856334
2950,277.62042297876974
3000,289.92508660113276
3050,263.86791282064087
3100,262.6769223501004
3150,287.5970617762075
3200,270.0968797179161
3250,287.11966659978805
3300,289.63088336468843
3350,282.81004623115825
3400,273.2737662008002
3450,278.9743836175166
3500,287.2512393126579
3550,279.7768960924406
3600,289.13959988955446
3650,281.00707671437914
3700,274.3031682440046
3750,278.8042149169263
3800,280.69532947064494
3850,298.56372109148765
3900,302.03042180621424
3950,262.8541445807096
4000,273.3333024637393
4050,237.35190895261974
4100,247.6778179258324
4150,272.145409754847
4200,285.6707349404734
4250,292.07618079745515
4300,293.1441892104713
4350,243.2165585914586
4400,221.18771973074246
4450,201.54976443413713
4500,208.1139083122906
4550,225.86663931685996
4600,249.09427916824433
4650,201.79395479380344
4700,171.3375848935207
4750,246.51931444068697
4800,253.49712838361086
4850,205.34916656153368
4900,242.4669812497446
4950,268.7262262976683
5000,278.2313010487758
5050,299.7991113507362
5100,298.38177980598783
5150,296.4793536940047
5200,299.37278343256133
5250,277.26174854985896
5300,268.09105618934404
5350,267.670755015007
5400,257.97889332693575
5450,299.0647900274036
5500,301.3685733758139
5550,304.02001837945596
5600,294.65474400247484
5650,287.47102633617783
5700,302.75631267199145
5750,292.8857356774835
5800,306.74522585061726
5850,282.3192773244744
5900,287.39838941712264
5950,299.6542731904165
6000,295.57469851172374
6050,279.7893658348132
6100,278.0224543998532
6150,289.86047110116726
6200,288.8438258110559
6250,289.1392027753287
6300,303.95071725008796
6350,306.0803937256927
6400,304.66109335119086
6450,300.38065470382134
6500,306.47664810421674
6550,289.41701998342154
6600,289.43337880610596
6650,268.00096222569164
6700,272.83164655887504
6750,309.21944264568003
6800,292.9072763859756
6850,258.6958669357216
6900,275.7450166888301
6950,274.5443444969405
7000,286.7848670149907
7050,295.3291869624575
7100,291.4096755983343
7150,305.9016284095619
7200,290.17712786165686
7250,248.03805884397178
7300,244.83272953740487
7350,285.70232036124844
7400,297.3397098716555
7450,261.5389250562303
7500,239.05854317193516
7550,136.1524454946094
7600,110.14433121314633
7650,226.0917122145697
7700,221.93443481804738
7750,222.09868104533416
7800,238.2558296766796
7850,282.25684379025165
7900,289.1651237765942
7950,277.435467392817
8000,268.3543335314067
8050,180.60591697553838
8100,163.52629290710885
8150,253.62843495592318
8200,285.5658104073809
8250,263.4915677799919
8300,233.4832271490086
8350,285.4979622313415
8400,288.26069733599854
8450,294.45765431379294
8500,283.30741889377714
8550,199.46013071404167
8600,241.95425987313232
8650,277.4066742777536
8700,282.7440929394447
8750,298.519675042177
8800,289.30935198635444
8850,274.7136867458885
8900,288.7459230720786
8950,280.4708313270364
9000,258.1891800608301
9050,285.62259125358304
9100,260.4506587963277
9150,277.94445175724286
9200,277.3635488575508
9250,273.231100594195
9300,283.968259733026
9350,282.9318068164707
9400,290.1197328987765
9450,289.5582816423948
9500,296.67040985071674
9550,293.0725900275405
9600,290.08690473647806
9650,275.4464971743591
9700,286.96587490281604
9750,261.4770937205456
9800,256.8023202659904
9850,198.42475568558373
9900,191.69635287140284
9950,253.40580347652022
