epoch_number,average reward
0,-86.2185819485763
20,-51.20530241297489
40,-64.02189168395729
60,-81.40288949980767
80,-67.55828985613621
100,-62.6696288542531
120,-31.584190104962396
140,-43.178156367947956
160,-42.49707818369221
180,-37.354987151494285
200,-38.736311075301316
220,-36.76212037543357
240,-47.82242244900181
260,-53.687711259546845
280,-44.38040699017703
300,-30.578721680800264
320,-42.80444882327778
340,-44.93244444474046
360,-42.74203201381344
380,-38.113713523574
400,-42.02041971115743
420,-19.152146036074917
440,-42.884321238132166
460,-12.757466632225043
480,-12.1384681069773
500,-6.4203355708332435
520,-11.464916695789013
540,-0.06420070696320848
560,-30.45437252549295
580,-12.084978131861236
600,-0.033754195491201636
620,-18.10870786056025
640,-0.07288352933078181
660,-17.35225849371027
680,-12.29269747168112
700,-6.271488996197456
720,-17.69157076048588
740,-6.230274037176855
760,-0.40088896728827483
780,-12.645766092161368
800,-21.288237444708635
820,-11.873471502642259
840,-6.168677932962716
860,-17.467218562140758
880,-18.521101274271743
900,-11.393951887928926
920,-0.45938775225825196
940,-16.347965487518874
960,-12.16025964528932
980,-6.460523597502101
1000,-12.422935801909205
1020,-12.178525149108436
1040,-23.097660263788484
1060,-0.1460458417211818
1080,-17.54604556741385
1100,-12.96099905537936
1120,-11.92401823432944
1140,-19.794359611663626
1160,-17.801911206259334
1180,-0.09133802396182682
1200,-11.808604690184591
1220,-11.094308259712452
1240,-6.593269483239512
1260,-6.257818051731356
1280,-19.65793287137041
1300,-12.187503009344992
1320,-6.357046677570592
1340,-6.525640109201066
1360,-6.348609491824335
1380,-5.993430383235495
1400,-5.95572561782881
1420,-12.272655236557224
1440,-0.1904943892935441
1460,-0.10955083412100894
1480,-12.101337031581522
1500,-11.601242801929946
1520,-12.049409673985647
1540,-6.487667402517784
1560,-6.745957015968851
1580,-17.471716780559717
1600,-5.970265746586356
1620,-18.458947078414834
1640,-0.13208448511072693
1660,-5.923780408284455
1680,-6.237014882482638
1700,-11.582744916550848
1720,-6.288356501828913
1740,-5.884360420575069
1760,-5.91963793302668
1780,-6.150750428754717
1800,-0.1389848848426491
1820,-0.15200586065413582
1840,-13.049914534472768
1860,-6.5919276703033045
1880,-6.44936295476474
1900,-11.682963689053727
1920,-0.20020957789033025
1940,-11.00760725019695
1960,-6.537332927623877
1980,-6.699512409105
