epoch_number,average reward
0,-15.051176754117211
20,-13.355135628177488
40,-13.353307095196492
60,-14.089346240029307
80,-16.054430960077088
100,-17.891693298222595
120,-18.752588578814233
140,-19.83568175830785
160,-17.959706973623234
180,-17.94830114650723
200,-13.843381823988791
220,-13.272337100595594
240,-13.496422491907605
260,-12.592518358329105
280,-13.922325905653274
300,-14.377248251683582
320,-16.698414199570767
340,-15.846429437513756
360,-17.277176892087024
380,-13.446166518037783
400,-13.467951579524016
420,-13.531745347247512
440,-13.35691924225563
460,-12.679791931109216
480,-13.437155329273105
500,-12.684915995566282
520,-10.530654956079564
540,-10.737216848285899
560,-12.300306707966692
580,-14.834803840001092
600,-14.929415594065663
620,-14.45202703677527
640,-13.611889974288438
660,-13.620611524701626
680,-11.883692400141408
700,-13.822038723790316
720,-14.572769547264045
740,-14.56914976936114
760,-14.613379804536567
780,-13.702378572780301
800,-13.958318776917038
820,-14.653659906398055
840,-16.340826706442073
860,-16.529414082249367
880,-18.686918541035855
900,-16.590590704684338
920,-15.85846825193669
940,-13.75171438250056
960,-11.370567870089427
980,-9.875498468048292
1000,-9.266447880762827
1020,-9.650140678450015
1040,-10.903485708915618
1060,-11.17580949208939
1080,-10.382548138473659
1100,-10.783359609827379
1120,-10.001014275544211
1140,-9.555018535011136
1160,-10.434562933833277
1180,-12.552040392969419
1200,-13.49624624337931
1220,-13.869242341598538
1240,-14.485918593631228
1260,-14.020355089754498
1280,-12.988692550769345
1300,-14.315018969260452
1320,-15.03553672307457
1340,-14.529796166562829
1360,-15.620968134829694
1380,-15.773926283653452
1400,-13.221634963888707
1420,-13.321788784944504
1440,-15.11111597818372
1460,-14.690167128178333
1480,-14.251996598847628
1500,-16.663097132589613
1520,-15.846785069855159
1540,-13.91631906404325
1560,-12.863944586629016
1580,-14.812574649870664
1600,-12.200810609879607
1620,-11.532575477260721
1640,-13.086372358630912
1660,-12.9303221707384
1680,-9.19980047853203
1700,-10.662194158865587
1720,-11.232193413277976
1740,-11.776562747155467
1760,-12.635404294965605
1780,-15.741930488136312
1800,-15.773184909857523
1820,-15.774659757039394
1840,-15.906619370237571
1860,-17.179135392477534
1880,-18.666111418271917
1900,-19.62792498607437
1920,-19.503684135812517
1940,-18.874796418231448
1960,-17.82942784964978
1980,-14.418346814191388
2000,-14.612894847842712
2020,-13.307467289469475
2040,-13.127303949313138
2060,-11.206982800648662
2080,-12.061397948506158
2100,-10.733151770832658
2120,-13.026193631275206
2140,-12.912295880934685
2160,-13.969534115674916
2180,-15.334409947875073
2200,-16.229545622419945
2220,-17.160968965192595
2240,-16.663015331428543
2260,-17.919315883594294
2280,-16.693563229280727
2300,-16.506485524454398
2320,-12.732866723873055
2340,-13.323569010747176
2360,-10.912390487707404
2380,-9.932398939189387
2400,-9.419976811759128
2420,-12.358982985492858
2440,-11.36542566397421
2460,-11.12501839232796
2480,-12.223561881913001
2500,-13.741436565546453
2520,-12.211197651075917
2540,-11.011940621437454
2560,-13.157624581248454
2580,-11.363402031117769
2600,-9.015828660297482
2620,-8.963869034881345
2640,-10.169542090977489
2660,-10.63943552118147
2680,-12.170807634119098
2700,-13.115231295779259
2720,-14.898840043819767
2740,-15.659069077229253
2760,-16.038516644208293
2780,-16.507605587513314
2800,-16.703716387108546
2820,-15.678110439948595
2840,-14.03813639957737
2860,-13.794173510402416
2880,-14.10191582664745
2900,-13.250715750944378
2920,-12.617537140841852
2940,-13.542477550503358
2960,-12.083687027682846
2980,-12.08063945044611
