epoch_number,reward 
0,-1739.699861757254
1,-1338.516566277776
2,-1601.599224240106
3,-1741.4881749971296
4,-1186.0491389733409
5,-1513.5287807579236
6,-759.9254035540328
7,-1181.250515536001
8,-1192.7525342727656
9,-1070.126173506148
