epoch_number,reward
2133,500.0
2134,237.0
2135,426.0
2136,383.0
2137,405.0
2138,126.0
2139,284.0
2140,500.0
2141,249.0
2142,247.0
2143,167.0
2144,476.0
2145,168.0
2146,266.0
2147,169.0
2148,151.0
2149,305.0
2150,500.0
2151,262.0
2152,218.0
2153,383.0
2154,306.0
2155,272.0
2156,477.0
2157,138.0
2158,94.0
2159,364.0
2160,144.0
2161,190.0
2162,459.0
2163,94.0
2164,303.0
2165,256.0
2166,500.0
2167,277.0
2168,353.0
2169,500.0
2170,27.0
2171,96.0
2172,184.0
2173,482.0
2174,239.0
2175,353.0
2176,114.0
2177,165.0
2178,232.0
2179,212.0
2180,115.0
2181,412.0
2182,479.0
2183,23.0
2184,170.0
2185,168.0
2186,169.0
2187,183.0
2188,409.0
2189,232.0
2190,399.0
2191,429.0
2192,493.0
2193,500.0
2194,500.0
2195,150.0
2196,153.0
2197,134.0
2198,138.0
2199,197.0
2200,212.0
2201,500.0
2202,500.0
2203,160.0
2204,160.0
2205,299.0
2206,179.0
2207,500.0
2208,225.0
2209,327.0
2210,295.0
2211,215.0
2212,387.0
2213,436.0
2214,500.0
2215,174.0
2216,169.0
2217,500.0
2218,348.0
2219,103.0
2220,229.0
2221,212.0
2222,152.0
2223,142.0
2224,251.0
2225,328.0
2226,136.0
2227,458.0
2228,423.0
2229,166.0
2230,500.0
2231,184.0
2232,123.0
2233,164.0
2234,235.0
2235,228.0
2236,143.0
2237,432.0
2238,311.0
2239,220.0
2240,205.0
2241,24.0
2242,231.0
2243,158.0
2244,189.0
2245,217.0
2246,280.0
2247,239.0
2248,321.0
2249,132.0
2250,238.0
2251,347.0
2252,500.0
2253,209.0
2254,334.0
2255,235.0
2256,177.0
2257,238.0
2258,400.0
2259,320.0
2260,198.0
2261,226.0
2262,131.0
2263,179.0
2264,500.0
2265,115.0
2266,311.0
2267,295.0
2268,185.0
2269,194.0
2270,335.0
2271,203.0
2272,292.0
2273,262.0
2274,135.0
2275,326.0
2276,227.0
2277,259.0
2278,129.0
2279,210.0
2280,208.0
2281,130.0
2282,43.0
2283,459.0
2284,163.0
2285,307.0
2286,297.0
2287,357.0
2288,391.0
2289,275.0
2290,156.0
2291,216.0
2292,163.0
2293,420.0
2294,235.0
2295,230.0
2296,236.0
2297,353.0
2298,179.0
2299,288.0
2300,248.0
2301,239.0
2302,478.0
2303,257.0
2304,391.0
2305,172.0
2306,266.0
2307,300.0
2308,254.0
2309,312.0
2310,304.0
2311,323.0
2312,141.0
2313,326.0
2314,500.0
2315,314.0
2316,403.0
2317,500.0
2318,185.0
2319,144.0
2320,235.0
2321,137.0
2322,389.0
2323,283.0
2324,153.0
2325,142.0
2326,223.0
2327,204.0
2328,378.0
2329,289.0
2330,275.0
2331,500.0
2332,193.0
2333,500.0
2334,423.0
2335,203.0
2336,500.0
2337,500.0
2338,500.0
2339,452.0
2340,264.0
2341,233.0
2342,445.0
2343,451.0
2344,463.0
2345,185.0
2346,349.0
2347,500.0
2348,410.0
2349,260.0
2350,494.0
2351,436.0
2352,327.0
2353,357.0
2354,307.0
2355,500.0
2356,500.0
2357,384.0
2358,500.0
2359,315.0
2360,149.0
2361,92.0
2362,300.0
2363,500.0
2364,491.0
2365,500.0
2366,179.0
2367,153.0
2368,332.0
2369,155.0
2370,500.0
2371,344.0
2372,500.0
2373,159.0
2374,284.0
2375,500.0
2376,134.0
2377,500.0
2378,500.0
2379,268.0
2380,445.0
2381,257.0
2382,327.0
2383,106.0
2384,423.0
2385,500.0
2386,500.0
2387,298.0
2388,435.0
2389,287.0
2390,500.0
2391,150.0
2392,432.0
2393,236.0
2394,380.0
2395,500.0
2396,429.0
2397,353.0
2398,396.0
2399,150.0
2400,133.0
2401,500.0
2402,500.0
2403,239.0
2404,436.0
2405,150.0
2406,500.0
2407,343.0
2408,248.0
2409,359.0
2410,412.0
2411,171.0
2412,125.0
2413,99.0
2414,233.0
2415,485.0
2416,500.0
2417,343.0
2418,277.0
2419,297.0
2420,187.0
2421,431.0
2422,129.0
2423,145.0
2424,500.0
2425,109.0
2426,148.0
2427,280.0
2428,134.0
2429,361.0
2430,396.0
2431,500.0
2432,211.0
2433,500.0
2434,230.0
2435,174.0
2436,144.0
2437,416.0
2438,134.0
2439,257.0
2440,500.0
2441,150.0
2442,91.0
2443,205.0
2444,500.0
2445,500.0
2446,420.0
2447,329.0
2448,289.0
2449,331.0
2450,164.0
2451,500.0
2452,452.0
2453,363.0
2454,409.0
2455,414.0
2456,61.0
2457,475.0
2458,408.0
2459,500.0
2460,182.0
2461,229.0
2462,366.0
2463,429.0
2464,135.0
2465,349.0
2466,178.0
2467,167.0
2468,165.0
2469,157.0
2470,244.0
2471,307.0
2472,500.0
2473,188.0
2474,246.0
2475,308.0
2476,136.0
2477,178.0
2478,224.0
2479,256.0
2480,125.0
2481,137.0
2482,448.0
2483,43.0
2484,124.0
2485,364.0
2486,247.0
2487,132.0
2488,162.0
2489,194.0
2490,167.0
2491,373.0
2492,385.0
2493,149.0
2494,306.0
2495,176.0
2496,296.0
2497,183.0
2498,260.0
2499,210.0
2500,233.0
2501,388.0
2502,469.0
2503,337.0
2504,140.0
2505,153.0
2506,500.0
2507,229.0
2508,246.0
2509,500.0
2510,292.0
2511,148.0
2512,156.0
2513,318.0
2514,233.0
2515,500.0
2516,166.0
2517,289.0
2518,356.0
2519,216.0
2520,177.0
2521,162.0
2522,369.0
2523,301.0
2524,212.0
2525,178.0
2526,500.0
2527,500.0
2528,488.0
2529,320.0
2530,210.0
2531,141.0
2532,392.0
2533,500.0
2534,254.0
2535,105.0
2536,500.0
2537,404.0
2538,500.0
2539,165.0
2540,379.0
2541,377.0
2542,500.0
2543,316.0
2544,318.0
2545,226.0
2546,196.0
2547,322.0
2548,500.0
2549,414.0
2550,500.0
2551,299.0
2552,342.0
2553,241.0
2554,360.0
2555,245.0
2556,500.0
2557,167.0
2558,422.0
2559,296.0
2560,206.0
2561,339.0
2562,359.0
2563,72.0
2564,133.0
2565,386.0
2566,500.0
2567,195.0
2568,308.0
2569,263.0
2570,124.0
2571,230.0
2572,206.0
2573,500.0
2574,343.0
2575,458.0
2576,271.0
2577,320.0
2578,120.0
2579,274.0
2580,222.0
2581,194.0
2582,100.0
2583,292.0
2584,201.0
2585,285.0
2586,237.0
2587,500.0
2588,500.0
2589,500.0
2590,386.0
2591,199.0
2592,343.0
2593,336.0
2594,500.0
2595,291.0
2596,276.0
2597,133.0
2598,266.0
2599,500.0
2600,289.0
2601,328.0
2602,239.0
2603,178.0
2604,317.0
2605,281.0
2606,282.0
2607,271.0
2608,500.0
2609,137.0
2610,287.0
2611,500.0
2612,225.0
2613,204.0
2614,248.0
2615,255.0
2616,228.0
2617,185.0
2618,354.0
2619,230.0
2620,164.0
2621,482.0
2622,244.0
2623,244.0
2624,226.0
2625,500.0
2626,364.0
2627,234.0
2628,186.0
2629,229.0
2630,393.0
2631,172.0
2632,334.0
2633,168.0
2634,396.0
2635,445.0
2636,246.0
2637,490.0
2638,225.0
2639,452.0
2640,252.0
2641,236.0
2642,194.0
2643,113.0
2644,323.0
2645,203.0
2646,172.0
2647,500.0
2648,397.0
2649,172.0
2650,500.0
2651,292.0
2652,420.0
2653,243.0
2654,138.0
2655,500.0
2656,165.0
2657,200.0
2658,142.0
2659,493.0
2660,182.0
2661,293.0
2662,257.0
2663,179.0
2664,273.0
2665,285.0
2666,375.0
2667,500.0
2668,213.0
2669,94.0
2670,205.0
2671,500.0
2672,152.0
2673,319.0
2674,315.0
2675,120.0
2676,244.0
2677,257.0
2678,465.0
2679,395.0
2680,265.0
2681,255.0
2682,237.0
2683,391.0
2684,381.0
2685,165.0
2686,464.0
2687,225.0
2688,334.0
2689,203.0
2690,478.0
2691,500.0
2692,316.0
2693,172.0
2694,240.0
2695,396.0
2696,489.0
2697,207.0
2698,259.0
2699,183.0
2700,226.0
2701,414.0
2702,318.0
2703,252.0
2704,240.0
2705,500.0
2706,500.0
2707,473.0
2708,403.0
2709,386.0
2710,441.0
2711,500.0
2712,440.0
2713,381.0
2714,372.0
2715,170.0
2716,500.0
2717,158.0
2718,464.0
2719,362.0
2720,500.0
2721,191.0
2722,500.0
2723,217.0
2724,140.0
2725,500.0
2726,162.0
2727,500.0
2728,327.0
2729,150.0
2730,189.0
2731,500.0
2732,311.0
2733,98.0
2734,407.0
2735,216.0
2736,223.0
2737,286.0
2738,455.0
2739,500.0
2740,345.0
2741,181.0
2742,116.0
2743,433.0
2744,121.0
2745,210.0
2746,500.0
2747,301.0
2748,495.0
2749,394.0
2750,166.0
2751,191.0
2752,500.0
2753,149.0
2754,500.0
2755,299.0
2756,230.0
2757,500.0
2758,301.0
2759,412.0
2760,204.0
2761,333.0
2762,288.0
2763,365.0
2764,175.0
2765,381.0
2766,445.0
2767,436.0
2768,156.0
2769,310.0
2770,217.0
2771,280.0
2772,303.0
2773,244.0
2774,178.0
2775,156.0
2776,500.0
2777,399.0
2778,296.0
2779,494.0
2780,369.0
2781,109.0
2782,220.0
2783,38.0
2784,255.0
2785,155.0
2786,500.0
2787,146.0
2788,386.0
2789,129.0
2790,292.0
2791,190.0
2792,259.0
2793,200.0
2794,494.0
2795,203.0
2796,272.0
2797,260.0
2798,156.0
2799,210.0
2800,409.0
2801,321.0
2802,55.0
2803,184.0
2804,100.0
2805,500.0
2806,391.0
2807,420.0
2808,183.0
2809,108.0
2810,358.0
2811,414.0
2812,500.0
2813,265.0
2814,500.0
2815,500.0
2816,165.0
2817,283.0
2818,500.0
2819,443.0
2820,455.0
2821,203.0
2822,301.0
2823,143.0
2824,183.0
2825,474.0
2826,500.0
2827,207.0
2828,307.0
2829,446.0
2830,310.0
2831,395.0
2832,112.0
2833,500.0
2834,233.0
2835,500.0
2836,413.0
2837,500.0
2838,394.0
2839,318.0
2840,500.0
2841,500.0
2842,181.0
2843,500.0
2844,254.0
2845,500.0
2846,179.0
2847,157.0
2848,212.0
2849,500.0
2850,146.0
2851,475.0
2852,360.0
2853,141.0
2854,259.0
2855,178.0
2856,413.0
2857,377.0
2858,342.0
2859,299.0
2860,165.0
2861,368.0
2862,194.0
2863,285.0
2864,371.0
2865,183.0
2866,392.0
2867,215.0
2868,305.0
2869,343.0
2870,367.0
2871,153.0
2872,259.0
2873,410.0
2874,136.0
2875,298.0
2876,278.0
2877,500.0
2878,500.0
2879,314.0
2880,500.0
2881,273.0
2882,150.0
2883,268.0
2884,165.0
2885,500.0
2886,425.0
2887,500.0
2888,438.0
2889,274.0
2890,197.0
2891,351.0
2892,500.0
2893,230.0
2894,147.0
2895,376.0
2896,353.0
2897,290.0
2898,305.0
2899,500.0
2900,500.0
2901,500.0
2902,294.0
2903,250.0
2904,408.0
2905,172.0
2906,374.0
2907,313.0
2908,500.0
2909,243.0
2910,171.0
2911,188.0
2912,322.0
2913,339.0
2914,370.0
2915,500.0
2916,296.0
2917,442.0
2918,500.0
2919,500.0
2920,273.0
2921,450.0
2922,170.0
2923,256.0
2924,213.0
2925,500.0
2926,341.0
2927,251.0
2928,241.0
2929,100.0
2930,253.0
2931,375.0
2932,399.0
2933,402.0
2934,500.0
2935,282.0
2936,168.0
2937,324.0
2938,218.0
2939,500.0
2940,287.0
2941,160.0
2942,236.0
2943,489.0
2944,344.0
2945,359.0
2946,414.0
2947,243.0
2948,296.0
2949,262.0
2950,175.0
2951,172.0
2952,485.0
2953,449.0
2954,332.0
2955,162.0
2956,352.0
2957,500.0
2958,224.0
2959,303.0
2960,500.0
2961,147.0
2962,370.0
2963,500.0
2964,430.0
2965,133.0
2966,146.0
2967,418.0
2968,500.0
2969,177.0
2970,410.0
2971,380.0
2972,133.0
2973,218.0
2974,398.0
2975,223.0
2976,500.0
2977,500.0
2978,301.0
2979,446.0
2980,236.0
2981,433.0
2982,500.0
2983,500.0
2984,121.0
2985,309.0
2986,500.0
2987,500.0
2988,194.0
2989,224.0
2990,417.0
2991,290.0
2992,352.0
2993,378.0
2994,500.0
2995,357.0
2996,146.0
2997,202.0
2998,221.0
2999,323.0
3000,64.0
3001,126.0
3002,312.0
3003,319.0
3004,328.0
3005,500.0
3006,174.0
3007,323.0
3008,210.0
3009,473.0
3010,259.0
3011,500.0
3012,500.0
3013,154.0
3014,342.0
3015,329.0
3016,375.0
3017,244.0
3018,469.0
3019,359.0
3020,313.0
3021,500.0
3022,500.0
3023,387.0
3024,354.0
3025,403.0
3026,284.0
3027,312.0
3028,500.0
3029,500.0
3030,447.0
3031,244.0
3032,241.0
3033,500.0
3034,342.0
3035,500.0
3036,500.0
3037,365.0
3038,233.0
3039,500.0
3040,500.0
3041,443.0
3042,500.0
3043,348.0
3044,500.0
3045,292.0
3046,224.0
3047,500.0
3048,127.0
3049,237.0
3050,224.0
3051,313.0
3052,128.0
3053,181.0
3054,500.0
3055,500.0
3056,228.0
3057,429.0
3058,298.0
3059,475.0
3060,134.0
3061,282.0
3062,279.0
3063,182.0
3064,500.0
3065,456.0
3066,144.0
3067,309.0
3068,115.0
3069,237.0
3070,358.0
3071,500.0
3072,292.0
3073,338.0
3074,366.0
3075,225.0
3076,335.0
3077,212.0
3078,239.0
3079,500.0
3080,311.0
3081,95.0
3082,145.0
3083,358.0
3084,324.0
3085,304.0
3086,441.0
3087,500.0
3088,361.0
3089,233.0
3090,215.0
3091,376.0
3092,170.0
3093,397.0
3094,67.0
3095,186.0
3096,475.0
3097,500.0
3098,222.0
3099,426.0
3100,149.0
3101,373.0
3102,411.0
3103,500.0
3104,201.0
3105,374.0
3106,340.0
3107,246.0
3108,282.0
3109,193.0
3110,500.0
3111,348.0
3112,500.0
3113,311.0
3114,182.0
3115,500.0
3116,373.0
3117,270.0
3118,406.0
3119,139.0
3120,500.0
3121,500.0
3122,215.0
3123,181.0
3124,191.0
3125,324.0
3126,476.0
3127,173.0
3128,100.0
3129,500.0
3130,500.0
3131,500.0
3132,243.0
3133,238.0
3134,389.0
3135,500.0
3136,269.0
3137,349.0
3138,500.0
3139,500.0
3140,269.0
3141,477.0
3142,500.0
3143,457.0
3144,201.0
3145,500.0
3146,500.0
3147,500.0
3148,305.0
3149,500.0
3150,399.0
3151,317.0
3152,286.0
3153,460.0
3154,433.0
3155,500.0
3156,151.0
3157,500.0
3158,428.0
3159,427.0
3160,345.0
3161,166.0
3162,307.0
3163,500.0
3164,339.0
3165,360.0
3166,500.0
3167,500.0
3168,350.0
3169,215.0
3170,418.0
3171,443.0
3172,204.0
3173,500.0
3174,425.0
3175,500.0
3176,357.0
3177,500.0
3178,269.0
3179,341.0
3180,145.0
3181,129.0
3182,427.0
3183,500.0
3184,314.0
3185,387.0
3186,500.0
3187,500.0
3188,394.0
3189,232.0
3190,500.0
3191,500.0
3192,500.0
3193,500.0
3194,186.0
3195,362.0
3196,470.0
3197,500.0
3198,500.0
3199,500.0
3200,443.0
3201,500.0
3202,500.0
3203,500.0
3204,388.0
3205,318.0
3206,500.0
3207,253.0
3208,363.0
3209,500.0
3210,500.0
3211,336.0
3212,500.0
3213,291.0
3214,500.0
3215,304.0
3216,500.0
3217,500.0
3218,408.0
3219,500.0
3220,223.0
3221,226.0
3222,339.0
3223,243.0
3224,297.0
3225,281.0
3226,500.0
3227,500.0
3228,404.0
3229,181.0
3230,267.0
3231,234.0
3232,500.0
3233,449.0
3234,327.0
3235,131.0
3236,148.0
3237,138.0
3238,494.0
3239,399.0
3240,216.0
3241,500.0
3242,427.0
3243,500.0
3244,412.0
3245,145.0
3246,500.0
3247,500.0
3248,441.0
3249,405.0
3250,499.0
3251,191.0
3252,480.0
3253,394.0
3254,500.0
3255,500.0
3256,135.0
3257,340.0
3258,325.0
3259,402.0
3260,409.0
3261,487.0
3262,500.0
3263,500.0
3264,344.0
3265,500.0
3266,500.0
3267,500.0
3268,185.0
3269,500.0
3270,266.0
3271,289.0
3272,467.0
3273,226.0
3274,405.0
3275,206.0
3276,231.0
3277,500.0
3278,284.0
3279,500.0
3280,500.0
3281,500.0
3282,500.0
3283,500.0
3284,300.0
3285,281.0
3286,330.0
3287,359.0
3288,260.0
3289,500.0
3290,500.0
3291,500.0
3292,457.0
3293,344.0
3294,384.0
3295,388.0
3296,183.0
3297,500.0
3298,221.0
3299,184.0
3300,500.0
3301,500.0
3302,246.0
3303,500.0
3304,500.0
3305,290.0
3306,500.0
3307,500.0
3308,383.0
3309,218.0
3310,500.0
3311,500.0
3312,500.0
3313,341.0
3314,265.0
3315,291.0
3316,500.0
3317,348.0
3318,500.0
3319,367.0
3320,217.0
3321,500.0
3322,403.0
3323,383.0
3324,492.0
3325,500.0
3326,500.0
3327,206.0
3328,500.0
3329,359.0
3330,206.0
3331,415.0
3332,243.0
3333,370.0
3334,268.0
3335,500.0
3336,500.0
3337,500.0
3338,214.0
3339,500.0
3340,500.0
3341,446.0
3342,267.0
3343,426.0
3344,310.0
3345,500.0
3346,323.0
3347,291.0
3348,500.0
3349,340.0
3350,474.0
3351,124.0
3352,500.0
3353,137.0
3354,308.0
3355,500.0
3356,500.0
3357,333.0
3358,500.0
3359,309.0
3360,500.0
3361,500.0
3362,330.0
3363,471.0
3364,454.0
3365,235.0
3366,162.0
3367,360.0
3368,500.0
3369,500.0
3370,500.0
3371,500.0
3372,244.0
3373,207.0
3374,500.0
3375,186.0
3376,393.0
3377,500.0
3378,500.0
3379,277.0
3380,500.0
3381,500.0
3382,324.0
3383,500.0
3384,500.0
3385,500.0
3386,268.0
3387,500.0
3388,372.0
3389,500.0
3390,122.0
3391,500.0
3392,500.0
3393,412.0
3394,500.0
3395,500.0
3396,316.0
3397,500.0
3398,113.0
3399,500.0
3400,406.0
3401,500.0
3402,500.0
3403,376.0
3404,500.0
3405,291.0
3406,380.0
3407,158.0
3408,500.0
3409,500.0
3410,500.0
3411,500.0
3412,415.0
3413,447.0
3414,322.0
3415,500.0
3416,299.0
3417,500.0
3418,308.0
3419,437.0
3420,189.0
3421,311.0
3422,500.0
3423,365.0
3424,500.0
3425,406.0
3426,500.0
3427,369.0
3428,500.0
3429,94.0
3430,194.0
3431,362.0
3432,500.0
3433,500.0
3434,500.0
3435,500.0
3436,500.0
3437,314.0
3438,500.0
3439,500.0
3440,500.0
3441,500.0
3442,500.0
3443,500.0
3444,500.0
3445,262.0
3446,500.0
3447,491.0
3448,121.0
3449,450.0
3450,261.0
3451,500.0
3452,151.0
3453,183.0
3454,390.0
3455,286.0
3456,302.0
3457,111.0
3458,393.0
3459,322.0
3460,500.0
3461,169.0
3462,500.0
3463,500.0
3464,278.0
3465,500.0
3466,313.0
3467,500.0
3468,302.0
3469,185.0
3470,363.0
3471,262.0
3472,500.0
3473,500.0
3474,500.0
3475,500.0
3476,170.0
3477,500.0
3478,282.0
3479,500.0
3480,228.0
3481,242.0
3482,500.0
3483,303.0
3484,316.0
3485,182.0
3486,347.0
3487,500.0
3488,339.0
3489,360.0
3490,500.0
3491,113.0
3492,500.0
3493,443.0
3494,500.0
3495,500.0
3496,500.0
3497,500.0
3498,500.0
3499,245.0
3500,500.0
3501,427.0
3502,221.0
3503,309.0
3504,500.0
3505,179.0
3506,500.0
3507,500.0
3508,327.0
3509,500.0
3510,500.0
3511,500.0
3512,500.0
3513,500.0
3514,500.0
3515,333.0
3516,240.0
3517,239.0
3518,500.0
3519,500.0
3520,500.0
3521,149.0
3522,465.0
3523,232.0
3524,500.0
3525,433.0
3526,500.0
3527,308.0
3528,500.0
3529,270.0
3530,500.0
3531,500.0
3532,293.0
3533,394.0
3534,500.0
3535,485.0
3536,500.0
3537,500.0
3538,500.0
3539,500.0
3540,500.0
3541,489.0
3542,415.0
3543,500.0
3544,500.0
3545,500.0
3546,500.0
3547,500.0
3548,385.0
3549,437.0
3550,500.0
3551,328.0
3552,128.0
3553,500.0
3554,211.0
3555,392.0
3556,500.0
3557,500.0
3558,500.0
3559,385.0
3560,500.0
3561,479.0
3562,159.0
3563,270.0
3564,500.0
3565,289.0
3566,300.0
3567,294.0
3568,500.0
3569,500.0
3570,500.0
3571,300.0
3572,500.0
3573,157.0
3574,500.0
3575,325.0
3576,500.0
3577,500.0
3578,413.0
3579,248.0
3580,500.0
3581,500.0
3582,243.0
3583,387.0
3584,159.0
3585,500.0
3586,500.0
3587,447.0
3588,243.0
3589,413.0
3590,420.0
3591,322.0
3592,400.0
3593,150.0
3594,332.0
3595,500.0
3596,408.0
3597,500.0
3598,500.0
3599,355.0
3600,424.0
3601,500.0
3602,278.0
3603,264.0
3604,370.0
3605,476.0
3606,302.0
3607,152.0
3608,319.0
3609,377.0
3610,313.0
3611,500.0
3612,368.0
3613,241.0
3614,263.0
3615,383.0
3616,283.0
3617,446.0
3618,260.0
3619,190.0
3620,141.0
3621,239.0
3622,237.0
3623,363.0
3624,500.0
3625,391.0
3626,467.0
3627,287.0
3628,500.0
3629,500.0
3630,146.0
3631,423.0
3632,293.0
3633,500.0
3634,183.0
3635,240.0
3636,257.0
3637,348.0
3638,500.0
3639,95.0
3640,467.0
3641,500.0
3642,192.0
3643,403.0
3644,500.0
3645,500.0
3646,500.0
3647,310.0
3648,148.0
3649,500.0
3650,500.0
3651,459.0
3652,231.0
3653,311.0
3654,456.0
3655,103.0
3656,131.0
3657,500.0
3658,500.0
3659,287.0
3660,193.0
3661,314.0
3662,317.0
3663,294.0
3664,500.0
3665,248.0
3666,177.0
3667,500.0
3668,175.0
3669,317.0
3670,500.0
3671,500.0
3672,466.0
3673,310.0
3674,221.0
3675,487.0
3676,266.0
3677,267.0
3678,183.0
3679,394.0
3680,374.0
3681,216.0
3682,500.0
3683,347.0
3684,500.0
3685,500.0
3686,329.0
3687,500.0
3688,398.0
3689,500.0
3690,372.0
3691,150.0
3692,497.0
3693,164.0
3694,241.0
3695,260.0
3696,500.0
3697,414.0
3698,500.0
3699,453.0
3700,500.0
3701,342.0
3702,362.0
3703,310.0
3704,177.0
3705,500.0
3706,376.0
3707,279.0
3708,354.0
3709,275.0
3710,131.0
3711,257.0
3712,222.0
3713,239.0
3714,370.0
3715,306.0
3716,471.0
3717,377.0
3718,500.0
3719,494.0
3720,429.0
3721,500.0
3722,251.0
3723,334.0
3724,200.0
3725,364.0
3726,436.0
3727,330.0
3728,404.0
3729,150.0
3730,466.0
3731,405.0
3732,236.0
3733,155.0
3734,335.0
3735,112.0
3736,215.0
3737,381.0
3738,361.0
3739,252.0
3740,358.0
3741,500.0
3742,132.0
3743,285.0
3744,436.0
3745,295.0
3746,466.0
3747,257.0
3748,385.0
3749,349.0
3750,410.0
3751,444.0
3752,396.0
3753,500.0
3754,163.0
3755,242.0
3756,500.0
3757,500.0
3758,418.0
3759,479.0
3760,202.0
3761,500.0
3762,486.0
3763,329.0
3764,416.0
3765,500.0
3766,277.0
3767,295.0
3768,299.0
3769,500.0
3770,456.0
3771,405.0
3772,373.0
3773,500.0
3774,377.0
3775,382.0
3776,148.0
3777,430.0
3778,500.0
3779,500.0
3780,158.0
3781,500.0
3782,500.0
3783,500.0
3784,500.0
3785,500.0
3786,500.0
3787,500.0
3788,500.0
3789,233.0
3790,486.0
3791,379.0
3792,164.0
3793,312.0
3794,500.0
3795,425.0
3796,216.0
3797,314.0
3798,265.0
3799,382.0
3800,436.0
3801,500.0
3802,397.0
3803,328.0
3804,500.0
3805,485.0
3806,500.0
3807,365.0
3808,323.0
3809,500.0
3810,500.0
3811,269.0
3812,500.0
3813,129.0
3814,399.0
3815,394.0
3816,466.0
3817,413.0
3818,349.0
3819,500.0
3820,500.0
3821,500.0
3822,500.0
3823,500.0
3824,269.0
3825,500.0
3826,500.0
3827,500.0
3828,217.0
3829,500.0
3830,500.0
3831,487.0
3832,250.0
3833,197.0
3834,137.0
3835,331.0
3836,415.0
3837,337.0
3838,500.0
3839,448.0
3840,226.0
3841,468.0
3842,363.0
3843,500.0
3844,267.0
3845,500.0
3846,204.0
3847,381.0
3848,379.0
3849,500.0
3850,164.0
3851,500.0
3852,209.0
3853,288.0
3854,492.0
3855,291.0
3856,408.0
3857,467.0
3858,343.0
3859,500.0
3860,431.0
3861,233.0
3862,500.0
3863,218.0
3864,500.0
3865,195.0
3866,215.0
3867,415.0
3868,500.0
3869,500.0
3870,415.0
3871,500.0
3872,287.0
3873,277.0
3874,201.0
3875,261.0
3876,451.0
3877,500.0
3878,500.0
3879,280.0
3880,166.0
3881,500.0
3882,500.0
3883,177.0
3884,500.0
3885,134.0
3886,417.0
3887,396.0
3888,500.0
3889,500.0
3890,425.0
3891,500.0
3892,311.0
3893,246.0
3894,308.0
3895,500.0
3896,304.0
3897,430.0
3898,500.0
3899,500.0
3900,500.0
3901,444.0
3902,423.0
3903,405.0
3904,210.0
3905,449.0
3906,298.0
3907,244.0
3908,193.0
3909,277.0
3910,500.0
3911,363.0
3912,304.0
3913,500.0
3914,500.0
3915,201.0
3916,289.0
3917,455.0
3918,500.0
3919,337.0
3920,432.0
3921,269.0
3922,500.0
3923,171.0
3924,500.0
3925,182.0
3926,231.0
3927,500.0
3928,263.0
3929,123.0
3930,500.0
3931,297.0
3932,500.0
3933,500.0
3934,416.0
3935,440.0
3936,500.0
3937,500.0
3938,360.0
3939,179.0
3940,293.0
3941,268.0
3942,494.0
3943,174.0
3944,155.0
3945,296.0
3946,491.0
3947,307.0
3948,407.0
3949,500.0
3950,500.0
3951,464.0
3952,264.0
3953,206.0
3954,124.0
3955,251.0
3956,464.0
3957,460.0
3958,184.0
3959,321.0
3960,360.0
3961,180.0
3962,486.0
3963,209.0
3964,215.0
3965,310.0
3966,289.0
3967,346.0
3968,161.0
3969,500.0
3970,473.0
3971,464.0
3972,310.0
3973,500.0
3974,500.0
3975,500.0
3976,491.0
3977,440.0
3978,180.0
3979,363.0
3980,237.0
3981,393.0
3982,483.0
3983,459.0
3984,255.0
3985,303.0
3986,235.0
3987,306.0
3988,300.0
3989,208.0
3990,216.0
3991,133.0
3992,326.0
3993,321.0
3994,500.0
3995,500.0
3996,500.0
3997,246.0
3998,401.0
3999,500.0
4000,416.0
4001,310.0
4002,422.0
4003,461.0
4004,343.0
4005,323.0
4006,500.0
4007,170.0
4008,270.0
4009,500.0
4010,371.0
4011,500.0
4012,500.0
4013,409.0
4014,134.0
4015,131.0
4016,362.0
4017,500.0
4018,428.0
4019,369.0
4020,383.0
4021,271.0
4022,500.0
4023,150.0
4024,500.0
4025,335.0
4026,332.0
4027,206.0
4028,295.0
4029,500.0
4030,438.0
4031,231.0
4032,500.0
4033,466.0
4034,500.0
4035,286.0
4036,500.0
4037,358.0
4038,467.0
4039,500.0
4040,210.0
4041,500.0
4042,471.0
4043,201.0
4044,199.0
4045,500.0
4046,500.0
4047,500.0
4048,387.0
4049,500.0
4050,500.0
4051,346.0
4052,230.0
4053,213.0
4054,471.0
4055,468.0
4056,449.0
4057,450.0
4058,369.0
4059,340.0
4060,500.0
4061,500.0
4062,500.0
4063,500.0
4064,500.0
4065,500.0
4066,474.0
4067,245.0
4068,367.0
4069,500.0
4070,500.0
4071,177.0
4072,500.0
4073,105.0
4074,500.0
4075,500.0
4076,288.0
4077,500.0
4078,411.0
4079,500.0
4080,500.0
4081,474.0
4082,297.0
4083,302.0
4084,500.0
4085,500.0
4086,500.0
4087,177.0
4088,491.0
4089,198.0
4090,311.0
4091,319.0
4092,500.0
4093,195.0
4094,214.0
4095,336.0
4096,500.0
4097,500.0
4098,500.0
4099,373.0
4100,134.0
4101,500.0
4102,291.0
4103,500.0
4104,500.0
4105,267.0
4106,454.0
4107,275.0
4108,376.0
4109,500.0
4110,291.0
4111,483.0
4112,500.0
4113,388.0
4114,245.0
4115,181.0
4116,272.0
4117,139.0
4118,177.0
4119,439.0
4120,423.0
4121,365.0
4122,95.0
4123,140.0
4124,500.0
4125,500.0
4126,500.0
4127,173.0
4128,500.0
4129,327.0
4130,265.0
